numero,nome,entrancia1,cargo,inicio,entrancia2,anterior,geral,cargo_criminal
915,Erica Regina Colmenero Coimbra,Entrancia Final,Juíza de Direito Titular II da 2ª Vara Criminal - Capital,27/06/2013 00:00:00,"4A
                        8M 15D",7A 11M 28D,19A 4M 5D,TRUE
918,Maria Paula Cassone Rossi,Entrancia Final,9ª Vara Criminal - Capital,27/06/2013 00:00:00,"4A
                        8M 15D",7A 10M 16D,18A 11M 16D,TRUE
919,Luciana Cassiano Zamperlini Cochito,Entrancia Final,1ª Vara Criminal da Comarca de São José do Rio Preto,27/06/2013 00:00:00,"4A
                        8M 15D",9A 9M 16D,18A 11M 16D,TRUE
925,Rodrigo Barbosa Sales,Entrancia Final,3ª Vara Criminal da Comarca de São Vicente,27/06/2013 00:00:00,"4A
                        8M 15D",7A 10M 23D,14A 9M 26D,TRUE
926,Alice Galhano Pereira da Silva,Entrancia Final,Vara Criminal e do Juizado Especial Criminal do Foro Regional VII - Itaquera,27/06/2013 00:00:00,"4A
                        8M 15D",7A 10M 23D,14A 9M 26D,TRUE
927,Paulo Roberto Cichitosi,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Jacareí,27/06/2013 00:00:00,"4A
                        8M 15D",5A 11M 8D,14A 9M 26D,TRUE
931,Cyntia Menezes de Paula Straforini,Entrancia Final,1ª Vara Criminal da Comarca de Barueri,27/06/2013 00:00:00,"4A
                        8M 15D",6A 2M 1D,13A 8M 24D,TRUE
932,Brenno Gimenes Cesca,Entrancia Final,2ª Vara Criminal da Comarca de São José dos Campos,27/06/2013 00:00:00,"4A
                        8M 15D",6A 2M 1D,13A 8M 24D,TRUE
937,Henrique de Castilho Jacinto,Entrancia Final,1ª Vara das Execuções Criminais da Comarca de Araçatuba,27/06/2013 00:00:00,"4A
                        8M 15D",5A 11M 8D,11A 6M 25D,TRUE
939,Cynthia Maria Sabino Bezerra Camurri,Entrancia Final,8ª Vara Criminal - Capital,17/10/2013 00:00:00,"4A
                        4M 25D",7A 10M 23D,19A 4M 5D,TRUE
944,Daniella Camberlingo Querobim,Entrancia Final,3ª Vara Criminal da Comarca de Sorocaba,17/10/2013 00:00:00,"4A
                        4M 25D",9A 10M 6D,18A 11M 16D,TRUE
945,Roberta de Toledo Malzoni Domingues,Entrancia Final,Vara Criminal do Foro Regional da Lapa,17/10/2013 00:00:00,"4A
                        4M 25D",7A 11M 20D,18A 11M 16D,TRUE
951,Daniela de Carvalho Duarte,Entrancia Final,5ª Vara Criminal da Comarca de São Bernardo do Campo,17/10/2013 00:00:00,"4A
                        4M 25D",7A 4M 29D,14A 9M 26D,TRUE
956,Angel Tomas Castroviejo,Entrancia Final,1ª Vara Criminal da Comarca de Sertãozinho,17/10/2013 00:00:00,"4A
                        4M 25D",6A 0M 20D,13A 8M 24D,TRUE
963,Alfredo Gehring Cardoso Falchi Fonseca,Entrancia Final,2ª Vara Criminal da Comarca de Itapetininga,17/10/2013 00:00:00,"4A
                        4M 25D",6A 2M 28D,11A 6M 25D,TRUE
964,Gabriel Pires de Campos Sormani,Entrancia Final,Vara Criminal da Comarca de Taboão da Serra,17/10/2013 00:00:00,"4A
                        4M 25D",6A 2M 28D,11A 6M 25D,TRUE
966,Marco Mattos Sestini,Entrancia Final,"Vara do Júri, das Execuções Criminais e da Infância e da Juventude da Comarca de Mauá",17/10/2013 00:00:00,"4A
                        4M 25D",6A 2M 28D,11A 6M 25D,TRUE
968,Érica Marcelina Cruz,Entrancia Final,1ª Vara Criminal da Comarca de Suzano,17/10/2013 00:00:00,"4A
                        4M 25D",6A 0M 20D,11A 6M 25D,TRUE
971,Marcos Vieira de Morais,Entrancia Final,Juiz de Direito Titular II da 26ª Vara Criminal - Capital,20/02/2014 00:00:00,"4A
                        0M 22D",8A 11M 27D,19A 8M 14D,TRUE
975,Paulo Eduardo Balbone Costa,Entrancia Final,7ª Vara Criminal - Capital,20/02/2014 00:00:00,"4A
                        0M 22D",9A 9M 0D,18A 11M 16D,TRUE
978,Fernando Cesar Carrari,Entrancia Final,26ª Vara Criminal - Capital,20/02/2014 00:00:00,"4A
                        0M 22D",9A 3M 9D,17A 5M 14D,TRUE
979,Fernanda Afonso de Almeida,Entrancia Final,19ª Vara Criminal - Capital,20/02/2014 00:00:00,"4A
                        0M 22D",8A 9M 23D,14A 9M 26D,TRUE
989,Fábio Correia Bonini,Entrancia Final,4ª Vara Criminal da Comarca de Bauru,23/10/2014 00:00:00,"3A
                        4M 19D",14A 5M 19D,19A 8M 14D,TRUE
992,Maria Priscilla Ernandes Veiga Oliveira,Entrancia Final,4ª Vara Criminal - Capital,23/10/2014 00:00:00,"3A
                        4M 19D",10A 5M 3D,18A 11M 16D,TRUE
996,Ana Paula Achoa Mezher,Entrancia Final,2ª Vara Criminal da Comarca de Osasco,23/10/2014 00:00:00,"3A
                        4M 19D",8A 5M 5D,17A 5M 14D,TRUE
998,Wendell Lopes Barbosa de Souza,Entrancia Final,13ª Vara Criminal - Capital,23/10/2014 00:00:00,"3A
                        4M 19D",9A 1M 8D,14A 9M 26D,TRUE
1004,Paulo Ricardo Cursino de Moura,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Carapicuíba,23/10/2014 00:00:00,"3A
                        4M 19D",6A 10M 24D,11A 6M 25D,TRUE
1017,Giovana Furtado de Oliveira,Entrancia Final,24ª Vara Criminal - Capital,12/02/2015 00:00:00,"3A
                        1M 2D",9A 10M 12D,18A 11M 16D,TRUE
1019,José Manuel Ferreira Filho,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Votuporanga,12/02/2015 00:00:00,"3A
                        1M 2D",9A 8M 13D,14A 9M 26D,TRUE
1020,Alexandre das Neves,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Guarujá,12/02/2015 00:00:00,"3A
                        1M 2D",7A 6M 24D,14A 9M 26D,TRUE
1024,Luiz Augusto Esteves de Mello,Entrancia Final,2ª Vara Criminal da Comarca de Marília,12/02/2015 00:00:00,"3A
                        1M 2D",7A 4M 16D,11A 6M 25D,TRUE
1032,Luciana Viveiros Corrêa dos Santos Seabra,Entrancia Final,Vara das Execuções Criminais da Comarca de São Vicente,30/04/2015 00:00:00,"2A
                        10M 14D",8A 11M 12D,14A 9M 26D,TRUE
1033,Gláucia Véspoli dos Santos Ramos de Oliveira,Entrancia Final,5ª Vara Criminal da Comarca de São José do Rio Preto,30/04/2015 00:00:00,"2A
                        10M 14D",7A 9M 11D,13A 8M 24D,TRUE
1040,Adjair de Andrade Cintra,Entrancia Final,Vara das Execuções Criminais da Comarca de Guarulhos,30/04/2015 00:00:00,"2A
                        10M 14D",7A 9M 11D,11A 6M 25D,TRUE
1043,Bruno Ronchetti de Castro,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Botucatu,30/04/2015 00:00:00,"2A
                        10M 14D",7A 5M 1D,11A 6M 25D,TRUE
1045,Antonio Carlos Costa Pessoa Martins,Entrancia Final,2ª Vara Criminal da Comarca de Praia Grande,30/04/2015 00:00:00,"2A
                        10M 14D",7A 5M 1D,11A 2M 9D,TRUE
1050,Carina Lucheta Carrara,Entrancia Final,1ª Vara Criminal da Comarca de Jaú,02/07/2015 00:00:00,"2A
                        8M 12D",5A 10M 12D,17A 5M 14D,TRUE
1052,Júlio Alexandre Felix de Faria,Entrancia Final,31ª Vara Criminal - Capital,02/07/2015 00:00:00,"2A
                        8M 12D",9A 7M 8D,14A 9M 26D,TRUE
1054,Lizandra Maria Lapenna Peçanha,Entrancia Final,4ª Vara Criminal da Comarca de São Bernardo do Campo,02/07/2015 00:00:00,"2A
                        8M 12D",7A 11M 13D,12A 11M 13D,TRUE
1059,Josias Martins de Almeida Junior,Entrancia Final,1ª Vara Criminal da Comarca de Botucatu,02/07/2015 00:00:00,"2A
                        8M 12D",5A 10M 12D,11A 6M 25D,TRUE
1060,Davi de Castro Pereira Rio,Entrancia Final,2ª Vara Criminal da Comarca de Mogi das Cruzes,02/07/2015 00:00:00,"2A
                        8M 12D",6A 0M 28D,10A 6M 18D,TRUE
1062,Gilberto Azevedo de Moraes Costa,Entrancia Final,6ª Vara Criminal da Comarca de Guarulhos,02/07/2015 00:00:00,"2A
                        8M 12D",5A 10M 12D,10A 6M 18D,TRUE
1063,Tiago Ducatti Lino Machado,Entrancia Final,3ª Vara Criminal da Comarca de Mogi das Cruzes,02/07/2015 00:00:00,"2A
                        8M 12D",5A 10M 12D,9A 7M 13D,TRUE
1065,Carolina Conti Reed,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Taboão da Serra,13/08/2015 00:00:00,"2A
                        7M 1D",8A 0M 25D,18A 11M 16D,TRUE
1068,Betiza Marques Soria Prado,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Jaú,13/08/2015 00:00:00,"2A
                        7M 1D",5A 8M 3D,12A 11M 13D,TRUE
1071,Paulo Antonio Canali Campanella,Entrancia Final,2ª Vara Criminal da Comarca de Mauá,13/08/2015 00:00:00,"2A
                        7M 1D",4A 3M 8D,9A 7M 13D,TRUE
1075,Cristina Escher,Entrancia Final,Juíza de Direito Titular II da 4ª Vara Criminal - Capital,08/10/2015 00:00:00,"2A
                        5M 6D",9A 11M 11D,17A 5M 14D,TRUE
1077,Alexandre Torres de Aguiar,Entrancia Final,1ª Vara Criminal da Comarca de São Vicente,08/10/2015 00:00:00,"2A
                        5M 6D",8A 0M 11D,14A 9M 26D,TRUE
1078,Fabio Calheiros do Nascimento,Entrancia Final,2ª Vara Criminal da Comarca de Barueri,08/10/2015 00:00:00,"2A
                        5M 6D",6A 1M 18D,12A 11M 13D,TRUE
1079,Edmilson Rosa dos Santos,Entrancia Final,3ª Vara Criminal da Comarca de Guarujá,08/10/2015 00:00:00,"2A
                        5M 6D",6A 1M 18D,9A 7M 13D,TRUE
1082,Valdívia Ferreira Brandão,Entrancia Final,Vara Criminal do Foro Regional do Ipiranga,17/12/2015 00:00:00,"2A
                        2M 25D",11A 5M 16D,19A 8M 14D,TRUE
1084,Lissandra Reis Ceccon,Entrancia Final,5ª Vara Criminal da Comarca de Campinas,17/12/2015 00:00:00,"2A
                        2M 25D",9A 0M 17D,18A 6M 11D,TRUE
1085,Eduardo Pereira Santos Junior,Entrancia Final,5ª Vara Criminal - Capital,17/12/2015 00:00:00,"2A
                        2M 25D",9A 6M 29D,17A 5M 14D,TRUE
1086,Ewerton Meirelis Gonçalves,Entrancia Final,2ª Vara Criminal da Comarca de Franca,17/12/2015 00:00:00,"2A
                        2M 25D",10A 0M 23D,14A 9M 26D,TRUE
1087,Carla de Oliveira Pinto Ferrari,Entrancia Final,20ª Vara Criminal - Capital,17/12/2015 00:00:00,"2A
                        2M 25D",10A 8M 17D,14A 9M 26D,TRUE
1088,Caio Cesar Ginez Almeida Bueno,Entrancia Final,2ª Vara Criminal da Comarca de Rio Claro,17/12/2015 00:00:00,"2A
                        2M 25D",7A 8M 7D,13A 8M 24D,TRUE
1091,Fernanda Ambrogi,Entrancia Final,2ª Vara Criminal da Comarca de Jacareí,17/12/2015 00:00:00,"2A
                        2M 25D",7A 8M 7D,11A 2M 9D,TRUE
1092,Henrique Alves Correa Iatarola,Entrancia Final,2ª Vara Criminal da Comarca de Botucatu,17/12/2015 00:00:00,"2A
                        2M 25D",6A 3M 27D,10A 6M 18D,TRUE
1093,Walter Godoy dos Santos Junior,Entrancia Final,1ª Vara Criminal da Comarca de Carapicuíba,17/12/2015 00:00:00,"2A
                        2M 25D",4A 7M 12D,9A 7M 13D,TRUE
1112,Jorge Canil,Entrancia Final,1ª Vara Criminal da Comarca de Votuporanga,01/12/2016 00:00:00,"1A
                        3M 13D",26A 11M 23D,28A 9M 5D,TRUE
1115,Eduardo Rezende Melo,Entrancia Final,1ª Vara Criminal e de Crimes contra Crianças e Adolescentes da Comarca de São Caetano do Sul,01/12/2016 00:00:00,"1A
                        3M 13D",11A 11M 15D,26A 3M 23D,TRUE
1117,Celso Alves Filho,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Registro,01/12/2016 00:00:00,"1A
                        3M 13D",20A 1M 10D,24A 7M 26D,TRUE
1122,Adugar Quirino do Nascimento Souza Junior,Entrancia Final,1ª Vara Criminal da Comarca de Assis,01/12/2016 00:00:00,"1A
                        3M 13D",13A 6M 16D,19A 4M 5D,TRUE
1123,Elaní Cristina Mendes Marum,Entrancia Final,Vara Criminal da Comarca de São João da Boa Vista,01/12/2016 00:00:00,"1A
                        3M 13D",12A 7M 16D,19A 4M 5D,TRUE
1129,Luiz Antonio Dela Marta,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Barretos,20/04/2017 00:00:00,"0A
                        10M 22D",9A 9M 1D,21A 0M 0D,TRUE
1135,Fernanda Christina Calazans Lobo e Campos,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Mogi Mirim,20/04/2017 00:00:00,"0A
                        10M 22D",9A 9M 1D,18A 11M 16D,TRUE
1136,Laércio José Mendes Ferreira Filho,Entrancia Final,2ª Vara Criminal da Comarca de Bragança Paulista,20/04/2017 00:00:00,"0A
                        10M 22D",9A 11M 25D,18A 6M 11D,TRUE
1137,Cristina Alves Biagi Fabri,Entrancia Final,2ª Vara Criminal do Foro Regional de Santana,20/04/2017 00:00:00,"0A
                        10M 22D",11A 5M 24D,18A 6M 11D,TRUE
1138,Fernanda Martins Perpetuo de Lima Vazquez,Entrancia Final,1ª Vara Criminal da Comarca de Barretos,20/04/2017 00:00:00,"0A
                        10M 22D",10A 11M 2D,18A 6M 11D,TRUE
1141,Silvana Cristina Bonifácio Souza,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Assis,20/04/2017 00:00:00,"0A
                        10M 22D",9A 11M 25D,14A 9M 26D,TRUE
1145,Juliana Ibrahim Guirao Kapor,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Hortolândia,20/04/2017 00:00:00,"0A
                        10M 22D",10A 9M 22D,13A 8M 24D,TRUE
1147,Helen Cristina de Melo Alexandre,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Itanhaém,20/04/2017 00:00:00,"0A
                        10M 22D",9A 9M 1D,12A 11M 13D,TRUE
1148,Carolina Cheque de Freitas,Entrancia Final,2ª Vara Criminal da Comarca de Atibaia,20/04/2017 00:00:00,"0A
                        10M 22D",9A 11M 25D,12A 11M 13D,TRUE
1149,Mauricio Ferreira Fontes,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Fernandópolis,20/04/2017 00:00:00,"0A
                        10M 22D",9A 6M 24D,12A 11M 13D,TRUE
1150,José Augusto Reis de Toledo Leite,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Atibaia,20/04/2017 00:00:00,"0A
                        10M 22D",9A 9M 1D,12A 11M 13D,TRUE
1151,Osmar Marcello Junior,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de São João da Boa Vista,20/04/2017 00:00:00,"0A
                        10M 22D",9A 6M 24D,12A 11M 13D,TRUE
1153,Sandro Rafael Barbosa Pacheco,Entrancia Final,1ª Vara Criminal da Comarca de Mauá,20/04/2017 00:00:00,"0A
                        10M 22D",8A 10M 1D,10A 6M 18D,TRUE
1154,Sérgio Cedano,Entrancia Final,2ª Vara Criminal da Comarca de Itaquaquecetuba,20/04/2017 00:00:00,"0A
                        10M 22D",7A 4M 10D,8A 8M 27D,TRUE
1155,Júlio da Silva Branchini,Entrancia Final,Vara Criminal da Comarca de Caraguatatuba,20/04/2017 00:00:00,"0A
                        10M 22D",5A 5M 24D,8A 8M 27D,TRUE
1158,Roberto Raineri Simão,Entrancia Final,3ª Vara Criminal da Comarca de Araraquara,03/08/2017 00:00:00,"0A
                        7M 11D",20A 9M 13D,25A 8M 20D,TRUE
1161,Raquel Grellet Pereira Bernardi,Entrancia Final,1ª Vara Criminal da Comarca de Ourinhos,03/08/2017 00:00:00,"0A
                        7M 11D",10A 8M 4D,19A 8M 14D,TRUE
1167,Carla Milhomens Lopes de Figueiredo Gonçalves De Bonis,Entrancia Final,3ª Vara Criminal da Comarca de Santos,03/08/2017 00:00:00,"0A
                        7M 11D",11A 2M 16D,14A 9M 26D,TRUE
1168,Leonardo Marzola Colombini,Entrancia Final,3ª Vara Criminal da Comarca de Atibaia,03/08/2017 00:00:00,"0A
                        7M 11D",11A 8M 10D,14A 9M 26D,TRUE
1173,Mauricio José Nogueira,Entrancia Final,2ª Vara Criminal da Comarca de Votuporanga,03/08/2017 00:00:00,"0A
                        7M 11D",10A 0M 15D,11A 6M 25D,TRUE
1176,Marcelo Nalesso Salmaso,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Tatuí,03/08/2017 00:00:00,"0A
                        7M 11D",10A 0M 15D,11A 6M 25D,TRUE
1180,Camilla Marcela Ferrari Arcaro,Entrancia Final,1ª Vara Criminal da Comarca de Santa Bárbara DOeste,03/08/2017 00:00:00,"0A
                        7M 11D",9A 3M 24D,11A 2M 9D,TRUE
1181,Luciana do Carmo Nogueira,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Ferraz de Vasconcelos,03/08/2017 00:00:00,"0A
                        7M 11D",9A 8M 5D,11A 2M 9D,TRUE
1184,Thiago Massao Cortizo Teraoka,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Mogi das Cruzes,03/08/2017 00:00:00,"0A
                        7M 11D",4A 7M 21D,7A 9M 14D,TRUE
1187,Gisela Ruffo,Entrancia Final,4ª Vara Criminal da Comarca de Piracicaba,30/11/2017 00:00:00,"0A
                        3M 14D",11A 6M 12D,21A 0M 0D,TRUE
1188,Fabio Marques Dias,Entrancia Final,Vara do Juizado Especial Cível e Criminal da Comarca de Batatais,30/11/2017 00:00:00,"0A
                        3M 14D",11A 6M 12D,20A 3M 21D,TRUE
1189,Jane Carrasco Alves Floriano,Entrancia Final,1ª Vara Criminal da Comarca de Lins,30/11/2017 00:00:00,"0A
                        3M 14D",18A 5M 13D,19A 8M 14D,TRUE
1192,Vinicius Castrequini Bufulin,Entrancia Final,2ª Vara Criminal da Comarca de Fernandópolis,30/11/2017 00:00:00,"0A
                        3M 14D",10A 2M 3D,12A 11M 13D,TRUE
1197,Josiane Patricia Cabrini,Entrancia Final,1ª Vara Criminal da Comarca de Marília,30/11/2017 00:00:00,"0A
                        3M 14D",8A 1M 15D,11A 2M 9D,TRUE
1198,Carolina Marchiori Bueno Cocenzo,Entrancia Final,3ª Vara Criminal da Comarca de São José do Rio Preto,30/11/2017 00:00:00,"0A
                        3M 14D",10A 0M 1D,11A 2M 9D,TRUE
1200,Camile de Lima e Silva Bonilha,Entrancia Final,2ª Vara Criminal da Comarca de Carapicuíba,30/11/2017 00:00:00,"0A
                        3M 14D",6A 3M 26D,9A 7M 13D,TRUE
2,José Fernandes Freitas Neto,Entrância Especial,6ª Vara Criminal - Capital,20/10/1999 23:00:00,"18A
                        4M 21D",9A 10M 26D,31A 8M 22D,TRUE
11,Claudio Lima Bueno de Camargo,Entrância Especial,1ª Vara Criminal do Foro Regional de São Miguel Paulista,07/07/2005 00:00:00,"12A
                        8M 7D",13A 1M 3D,28A 9M 5D,TRUE
13,Xisto Albarelli Rangel Neto,Entrância Especial,2ª Vara Criminal do Foro Regional de São Miguel Paulista,04/08/2005 00:00:00,"12A
                        7M 10D",12A 3M 6D,27A 6M 18D,TRUE
15,José Zoéga Coelho,Entrância Especial,Vara do Juizado Especial Criminal - Capital,26/10/2005 23:00:00,"12A
                        4M 15D",12A 2M 21D,29A 2M 12D,TRUE
19,Antonio Benedito Morello,Entrancia Final,1ª Vara Criminal da Comarca de São Carlos,11/05/2006 00:00:00,"11A
                        10M 3D",22A 1M 24D,38A 4M 1D,TRUE
21,Antonio Roberto Sylla,Entrancia Final,1ª Vara Criminal da Comarca de Presidente Prudente,11/05/2006 00:00:00,"11A
                        10M 3D",17A 8M 5D,35A 0M 7D,TRUE
26,Junio Cláudio Campos Furtado,Entrancia Final,Vara do Juizado Especial Criminal da Comarca de Ribeirão Preto,11/05/2006 00:00:00,"11A
                        10M 3D",14A 10M 21D,34A 2M 8D,TRUE
29,Luiz Carlos de Carvalho Moreira,Entrancia Final,1ª Vara das Execuções Criminais da Comarca de Presidente Prudente,11/05/2006 00:00:00,"11A
                        10M 3D",16A 3M 2D,32A 4M 10D,TRUE
32,Décio Divanir Mazeto,Entrancia Final,3ª Vara Criminal da Comarca de Marília,11/05/2006 00:00:00,"11A
                        10M 3D",14A 5M 13D,30A 9M 27D,TRUE
38,Elizabeth Lopes de Freitas,Entrancia Final,4ª Vara Criminal da Comarca de Santos,11/05/2006 00:00:00,"11A
                        10M 3D",12A 6M 19D,29A 1M 25D,TRUE
40,Benedito Antonio Okuno,Entrancia Final,1ª Vara Criminal da Comarca de Bauru,11/05/2006 00:00:00,"11A
                        10M 3D",11A 4M 26D,28A 9M 5D,TRUE
42,Mauricio Garibe,Entrancia Final,1ª Vara Criminal da Comarca de Jundiaí,11/05/2006 00:00:00,"11A
                        10M 3D",12A 7M 4D,28A 9M 5D,TRUE
48,Sandra Regina Nostre Marques,Entrancia Final,1ª Vara Criminal da Comarca de São Bernardo do Campo,11/05/2006 00:00:00,"11A
                        10M 3D",12A 10M 17D,28A 4M 13D,TRUE
50,Jayme Walmer de Freitas,Entrancia Final,1ª Vara Criminal da Comarca de Sorocaba,11/05/2006 00:00:00,"11A
                        10M 3D",12A 2M 7D,27A 11M 19D,TRUE
51,Maria da Conceição Pinto Vendeiro,Entrancia Final,3ª Vara Criminal da Comarca de Diadema,11/05/2006 00:00:00,"11A
                        10M 3D",12A 0M 27D,27A 6M 18D,TRUE
55,Luis Augusto Freire Teotonio,Entrancia Final,1ª Vara do Júri e das Execuções Criminais da Comarca de Ribeirão Preto,11/05/2006 00:00:00,"11A
                        10M 3D",11A 6M 21D,27A 6M 18D,TRUE
64,Freddy Lourenço Ruiz Costa,Entrancia Final,1ª Vara Criminal da Comarca de Mogi das Cruzes,11/05/2006 00:00:00,"11A
                        10M 3D",12A 9M 6D,27A 2M 3D,TRUE
72,Heitor Donizete de Oliveira,Entrancia Final,1ª Vara Criminal da Comarca de Diadema,11/05/2006 00:00:00,"11A
                        10M 3D",12A 8M 9D,27A 2M 3D,TRUE
75,Érika Soares de Azevedo Mascarenhas,Entrancia Final,Juíza de Direito Titular II da 6ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",11A 11M 5D,27A 2M 3D,TRUE
76,Marcos Fleury Silveira de Alvarenga,Entrancia Final,Juiz de Direito Titular II da 12ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 0M 27D,27A 2M 3D,TRUE
78,Klaus Marouelli Arroyo,Entrancia Final,Juiz de Direito Titular II da 23ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 6M 7D,27A 2M 3D,TRUE
81,Maria de Fátima dos Santos Gomes Muniz de Oliveira,Entrancia Final,Juíza de Direito Titular II da 29ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 8M 9D,27A 2M 3D,TRUE
82,Marcos Alexandre Coelho Zilli,Entrancia Final,Juiz de Direito Titular II da 15ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 7M 4D,27A 2M 3D,TRUE
83,Luciano Franchi Lemes,Entrancia Final,1ª Vara Criminal da Comarca de Franca,11/05/2006 00:00:00,"11A
                        10M 3D",11A 11M 5D,27A 2M 3D,TRUE
88,Benedito Roberto Garcia Pozzer,Entrancia Final,Juiz de Direito Titular II da 7ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 4M 27D,26A 3M 23D,TRUE
92,Nelson Becker,Entrancia Final,Juiz de Direito Titular II da 5ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 4M 27D,26A 3M 23D,TRUE
94,José Eduardo Marcondes Machado,Entrancia Final,Vara das Execuções Criminais e da Infância e Juventude da Comarca de Itu,11/05/2006 00:00:00,"11A
                        10M 3D",12A 4M 27D,26A 3M 23D,TRUE
99,Hugo Leandro Maranzano,Entrancia Final,Vara do Juizado Especial Criminal e de Violência Doméstica e Familiar Contra a Mulher da Comarca de Sorocaba,11/05/2006 00:00:00,"11A
                        10M 3D",12A 0M 27D,26A 3M 23D,TRUE
106,João Pedro Bressane de Paula Barbosa,Entrancia Final,2ª Vara Criminal da Comarca de Presidente Prudente,11/05/2006 00:00:00,"11A
                        10M 3D",12A 0M 27D,26A 3M 23D,TRUE
110,André Carvalho e Silva de Almeida,Entrancia Final,Juiz de Direito Titular II da 30ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 2M 7D,26A 3M 23D,TRUE
114,Edison Tetsuzo Namba,Entrancia Final,Juiz de Direito Titular II da 31ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",12A 4M 27D,26A 3M 23D,TRUE
118,Ana Lucia Fernandes Queiroga,Entrancia Final,16ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",11A 6M 21D,25A 8M 20D,TRUE
122,Maria dos Anjos Garcia de Alcaraz da Fonseca,Entrancia Final,Juíza de Direito Titular II da 22ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",11A 6M 21D,25A 8M 20D,TRUE
123,Marco Antonio Martin Vargas,Entrancia Final,Juiz de Direito Titular II da 32ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",11A 11M 5D,25A 8M 20D,TRUE
126,Ulysses de Oliveira Gonçalves Junior,Entrancia Final,1ª Vara das Execuções Criminais - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",11A 11M 5D,25A 8M 20D,TRUE
127,José Ricardo Santini Antonietto,Entrancia Final,1ª Vara Criminal do Foro Regional de Penha de França,11/05/2006 00:00:00,"11A
                        10M 3D",11A 11M 5D,25A 8M 20D,TRUE
134,Fátima Vilas Boas Cruz,Entrancia Final,Juíza de Direito Titular II da 17ª Vara Criminal - Capital,11/05/2006 00:00:00,"11A
                        10M 3D",10A 11M 3D,25A 8M 20D,TRUE
138,Emerson Sumariva Júnior,Entrancia Final,3ª Vara Criminal da Comarca de Araçatuba,13/07/2006 00:00:00,"11A
                        8M 1D",8A 7M 2D,26A 3M 23D,TRUE
141,Enio Móz Godoy,Entrancia Final,2ª Vara das Execuções Criminais da Comarca de Bauru,31/08/2006 00:00:00,"11A
                        6M 14D",8A 0M 18D,24A 7M 26D,TRUE
149,Guaracy Sibille Leite,Entrancia Final,1ª Vara Criminal da Comarca de Ribeirão Preto,30/11/2006 00:00:00,"11A
                        3M 14D",10A 7M 5D,28A 4M 13D,TRUE
151,Teresa de Almeida Ribeiro Magalhães,Entrancia Final,18ª Vara Criminal - Capital,30/11/2006 00:00:00,"11A
                        3M 14D",10A 5M 23D,27A 11M 19D,TRUE
155,Aparecida Angélica Correia,Entrancia Final,1ª Vara Criminal do Foro Regional de Pinheiros,30/11/2006 00:00:00,"11A
                        3M 14D",11A 6M 19D,27A 6M 18D,TRUE
159,Leyla Maria da Silva Lacaz,Entrancia Final,14ª Vara Criminal - Capital,30/11/2006 00:00:00,"11A
                        3M 14D",10A 7M 5D,27A 2M 3D,TRUE
160,José Romano Lucarini,Entrancia Final,1ª Vara Criminal da Comarca de Santos,30/11/2006 00:00:00,"11A
                        3M 14D",10A 11M 23D,27A 2M 3D,TRUE
167,Antonio Carlos de Campos Machado Júnior,Entrancia Final,Juiz de Direito Titular II da 19ª Vara Criminal - Capital,30/11/2006 00:00:00,"11A
                        3M 14D",10A 7M 5D,26A 3M 23D,TRUE
